日期,用户ID,经度,纬度,车辆编号,距离,时间
2015/10/01,44416630400,116.372762,40.10175,云鸟164,1831,5
本车合计,,,,云鸟164,71431,84
2015/10/01,O,116.282381,39.643378,云鸟117,0,0
2015/10/01,22404631200,116.349297,39.907883,云鸟117,35015,29
2015/10/01,18408629300,116.352951,39.908405,云鸟117,605,1
2015/10/01,54722631300,116.352501,39.912327,云鸟117,456,1
2015/10/01,54722631200,116.352501,39.912327,云鸟117,0,0
2015/10/01,35374629400,116.351727,39.912303,云鸟117,99,1
2015/10/01,54534631500,116.349586,39.916908,云鸟117,726,1
2015/10/01,46575630300,116.351326,39.918774,云鸟117,336,1
2015/10/01,46575630600,116.351326,39.918774,云鸟117,0,0
2015/10/01,55365629500,116.351326,39.918774,云鸟117,0,0
2015/10/01,50198631500,116.33978,39.918298,云鸟117,987,2
2015/10/01,50469629700,116.33978,39.918298,云鸟117,0,0
2015/10/01,31545630100,116.340145,39.912733,云鸟117,757,4
本车合计,,,,云鸟117,38981,40
2015/10/01,O,116.282381,39.643378,云鸟113,0,0
2015/10/01,22867629400,116.70932,39.880249,云鸟113,50934,36
2015/10/01,53693629900,116.70061,39.855552,云鸟113,5282,8
2015/10/01,50333630200,116.704781,39.840553,云鸟113,1932,4
2015/10/01,39735631100,116.71782,39.836898,云鸟113,2202,4
2015/10/01,37775630300,116.716469,39.852238,云鸟113,3335,6
2015/10/01,25294628900,116.713898,39.861698,云鸟113,1277,3
2015/10/01,17362631800,116.731955,39.863663,云鸟113,3088,5
2015/10/01,35629631700,116.731955,39.863663,云鸟113,0,0
2015/10/01,28796629600,116.757243,39.840647,云鸟113,4499,7
2015/10/01,38469631600,116.762321,39.831671,云鸟113,1400,3
2015/10/01,38469631800,116.762321,39.831671,云鸟113,0,0
2015/10/01,52307629200,116.761457,39.84148,云鸟113,1134,2
2015/10/01,57588629400,116.814682,39.856979,云鸟113,6503,8
2015/10/01,56722629500,116.814682,39.856979,云鸟113,0,0
本车合计,,,,云鸟113,81586,86
2015/10/01,O,116.282381,39.643378,云鸟54,0,0
2015/10/01,463630380,116.456303,39.991139,云鸟54,50928,44
2015/10/01,463631270,116.456303,39.991139,云鸟54,0,0
2015/10/01,4964630660,116.471596,39.988194,云鸟54,1907,6
2015/10/01,872629570,116.473373,39.986225,云鸟54,1181,2
2015/10/01,872629580,116.473373,39.986225,云鸟54,0,0
本车合计,,,,云鸟54,54016,52
2015/10/01,O,116.282381,39.643378,云鸟144,0,0
2015/10/01,51556631500,116.465073,39.891216,云鸟144,40614,35
2015/10/01,23859629400,116.465189,39.890889,云鸟144,36,1
2015/10/01,53908630000,116.459137,39.891613,云鸟144,1234,8
2015/10/01,32428629800,116.455948,39.890583,云鸟144,485,1
2015/10/01,33248631600,116.454262,39.884926,云鸟144,950,2
本车合计,,,,云鸟144,43319,47
2015/10/01,O,116.282381,39.643378,一号货车34,0,0
2015/10/01,52998631400,116.383281,39.747472,一号货车34,18868,24
2015/10/01,53722631400,116.426636,39.735317,一号货车34,5468,8
2015/10/01,54232630900,116.426636,39.735317,一号货车34,0,0
2015/10/01,49072631000,116.42992,39.729218,一号货车34,1142,1
2015/10/01,52857629600,116.452614,39.766266,一号货车34,6861,12
2015/10/01,51575630400,116.410992,39.766823,一号货车34,3662,8
2015/10/01,51579628900,116.408513,39.767515,一号货车34,343,1
2015/10/01,51579630000,116.408513,39.767515,一号货车34,0,0
2015/10/01,54583629600,116.405349,39.766873,一号货车34,412,1
2015/10/01,53510629200,116.38337,39.777037,一号货车34,3961,11
2015/10/01,53543631200,116.379939,39.778437,一号货车34,709,6
2015/10/01,53276630900,116.372357,39.776066,一号货车34,3378,4
本车合计,,,,一号货车34,44804,76
2015/10/01,O,116.282381,39.643378,云鸟47,0,0
2015/10/01,52240631300,116.391838,39.941673,云鸟47,41394,35
2015/10/01,23336631600,116.395416,39.951519,云鸟47,2049,3
2015/10/01,2734631860,116.408333,39.945438,云鸟47,1746,5
2015/10/01,2734631910,116.408333,39.945438,云鸟47,0,0
2015/10/01,2762631950,116.408028,39.945492,云鸟47,26,1
2015/10/01,2754631920,116.407852,39.945492,云鸟47,15,1
2015/10/01,5455629880,116.407066,39.945446,云鸟47,67,1
2015/10/01,5455631110,116.407066,39.945446,云鸟47,0,0
2015/10/01,18262629000,116.407066,39.945446,云鸟47,0,0
2015/10/01,40601630200,116.408501,39.947166,云鸟47,2043,4
本车合计,,,,云鸟47,47340,50
2015/10/01,O,116.282381,39.643378,云鸟86,0,0
2015/10/01,10901631700,116.408279,39.91851,云鸟86,40122,36
2015/10/01,26497628800,116.408282,39.918572,云鸟86,1,1
2015/10/01,12383628900,116.406265,39.918648,云鸟86,174,1
2015/10/01,12383629300,116.406265,39.918648,云鸟86,0,0
2015/10/01,50568629000,116.404961,39.919625,云鸟86,320,1
2015/10/01,11906629800,116.403961,39.919769,云鸟86,85,1
2015/10/01,31038629600,116.414331,39.916993,云鸟86,1246,7
2015/10/01,31038631500,116.414331,39.916993,云鸟86,0,0
2015/10/01,44150630600,116.415491,39.916389,云鸟86,183,2
2015/10/01,10713631100,116.416527,39.917831,云鸟86,616,3
2015/10/01,10875631500,116.411301,39.923347,云鸟86,1140,5
2015/10/01,10875631900,116.411301,39.923347,云鸟86,0,0
本车合计,,,,云鸟86,43887,57
2015/10/01,O,116.282381,39.643378,云鸟1,0,0
2015/10/01,7584630090,116.302101,39.901077,云鸟1,36315,31
2015/10/01,7479630770,116.276821,39.90537,云鸟1,0,0
2015/10/01,7479630900,116.276821,39.90537,云鸟1,0,0
2015/10/01,57721631900,116.296072,39.908885,云鸟1,0,0
2015/10/01,1664630250,116.295416,39.912309,云鸟1,443,1
2015/10/01,30303631600,116.299236,39.915698,云鸟1,803,2
2015/10/01,1476631550,116.286618,39.908231,云鸟1,1959,5
2015/10/01,5535631420,116.278664,39.899246,云鸟1,1915,6
2015/10/01,5535631480,116.278664,39.899246,云鸟1,0,0
2015/10/01,35670629600,116.277027,39.901741,云鸟1,920,4
本车合计,,,,云鸟1,42355,49
2015/10/01,O,116.282381,39.643378,云鸟96,0,0
2015/10/01,37944629300,116.439125,39.919979,云鸟96,43560,38
2015/10/01,37944629700,116.439125,39.919979,云鸟96,0,0
2015/10/01,43849629400,116.455071,39.92282,云鸟96,1917,8
2015/10/01,16414629300,116.457199,39.922073,云鸟96,470,2
2015/10/01,1189629510,116.459465,39.922638,云鸟96,269,2
2015/10/01,39231631200,116.459602,39.922119,云鸟96,434,1
本车合计,,,,云鸟96,46650,51
2015/10/01,O,116.282381,39.643378,云鸟110,0,0
2015/10/01,20805631800,116.425156,39.946018,云鸟110,44586,61
2015/10/01,20805631500,116.425156,39.946018,云鸟110,0,0
2015/10/01,14706631200,116.425583,39.944698,云鸟110,182,1
2015/10/01,2165630020,116.425262,39.944798,云鸟110,23,1
2015/10/01,2134631720,116.425346,39.94194,云鸟110,902,3
2015/10/01,2718630590,116.427265,39.940744,云鸟110,248,1
2015/10/01,2689630500,116.427966,39.940871,云鸟110,59,1
2015/10/01,2689630510,116.427966,39.940871,云鸟110,0,0
2015/10/01,2689630590,116.427966,39.940871,云鸟110,0,0
2015/10/01,9425631160,116.425499,39.940643,云鸟110,569,1
2015/10/01,50162630600,116.425695,39.937848,云鸟110,310,1
2015/10/01,2886629330,116.425667,39.936089,云鸟110,203,0
2015/10/01,2397631510,116.44,39.9344,云鸟110,1999,7
本车合计,,,,云鸟110,49081,77
2015/10/01,O,116.282381,39.643378,云鸟162,0,0
2015/10/01,20196629000,116.30758,40.021603,云鸟162,50428,50
2015/10/01,43016631200,116.30758,40.021603,云鸟162,0,0
2015/10/01,10136629300,116.318738,40.025007,云鸟162,1763,12
2015/10/01,56945630300,116.318738,40.025007,云鸟162,0,0
2015/10/01,35482631800,116.31166,40.028489,云鸟162,1415,9
2015/10/01,57493629700,116.31166,40.028489,云鸟162,0,0
2015/10/01,1979631170,116.319977,40.033035,云鸟162,1529,4
2015/10/01,52311629800,116.304886,40.039204,云鸟162,1921,3
本车合计,,,,云鸟162,57056,78
2015/10/01,O,116.282381,39.643378,云鸟95,0,0
2015/10/01,8796630370,116.36669,39.92828,云鸟95,37042,31
2015/10/01,10672630700,116.36669,39.92828,云鸟95,0,0
2015/10/01,11052631100,116.36669,39.92828,云鸟95,0,0
2015/10/01,11055629900,116.36669,39.92828,云鸟95,0,0
2015/10/01,17156630500,116.36669,39.92828,云鸟95,0,0
2015/10/01,11055630200,116.36669,39.92828,云鸟95,0,0
2015/10/01,2773629400,116.355423,39.940475,云鸟95,4031,14
2015/10/01,2773629430,116.355423,39.940475,云鸟95,0,0
2015/10/01,11190631500,116.347439,39.936674,云鸟95,996,2
2015/10/01,17330629600,116.344986,39.936127,云鸟95,330,2
2015/10/01,52178629400,116.337274,39.937818,云鸟95,1703,7
2015/10/01,49306629500,116.346114,39.944213,云鸟95,3389,5
2015/10/01,49306629200,116.346114,39.944213,云鸟95,0,0
2015/10/01,7332629210,116.36632,39.993997,云鸟95,8286,24
本车合计,,,,云鸟95,55777,85
2015/10/01,O,116.282381,39.643378,玉君物流6,0,0
2015/10/01,45492630200,115.993729,39.725151,玉君物流6,32596,39
2015/10/01,44098629800,115.963707,39.721882,玉君物流6,4129,6
2015/10/01,44098630500,115.963707,39.721882,玉君物流6,0,0
2015/10/01,39602631200,115.957532,39.722042,玉君物流6,623,1
2015/10/01,30181629800,115.962859,39.740204,玉君物流6,3910,19
本车合计,,,,玉君物流6,41258,65
2015/10/01,O,116.282381,39.643378,云鸟128,0,0
2015/10/01,22014630200,116.244508,40.036978,云鸟128,55124,52
2015/10/01,24766629700,116.230774,40.035347,云鸟128,3407,8
2015/10/01,24766630400,116.230774,40.035347,云鸟128,0,0
2015/10/01,56789630200,116.22001,40.074351,云鸟128,5534,8
2015/10/01,33397630400,116.22001,40.074351,云鸟128,0,0
2015/10/01,43137629100,116.222633,40.075424,云鸟128,252,1
2015/10/01,52932629900,116.212735,40.068348,云鸟128,1558,2
2015/10/01,52932629600,116.212735,40.068348,云鸟128,0,0
2015/10/01,36426629200,116.213537,40.065447,云鸟128,1777,2
2015/10/01,51526630800,116.242184,40.073402,云鸟128,3066,4
本车合计,,,,云鸟128,70718,77
2015/10/01,O,116.282381,39.643378,云鸟30,0,0
2015/10/01,55336631300,116.447227,39.904064,云鸟30,42698,37
2015/10/01,8213629590,116.447489,39.905571,云鸟30,268,2
2015/10/01,1726631030,116.451027,39.909443,云鸟30,987,4
2015/10/01,1726631070,116.451027,39.909443,云鸟30,0,0
2015/10/01,1775631420,116.449669,39.909492,云鸟30,972,4
2015/10/01,1775631450,116.449669,39.909492,云鸟30,0,0
2015/10/01,57165629900,116.438888,39.909433,云鸟30,1105,3
2015/10/01,5364630340,116.438888,39.909433,云鸟30,0,0
2015/10/01,5364630630,116.438888,39.909433,云鸟30,0,0
本车合计,,,,云鸟30,46030,50
2015/10/01,O,116.282381,39.643378,一号货车13,0,0
2015/10/01,6407630900,116.293747,39.87154,一号货车13,34839,30
2015/10/01,7112631090,116.284448,39.87415,一号货车13,1219,3
2015/10/01,41409629200,116.269474,39.866843,一号货车13,1663,5
2015/10/01,41409629300,116.269474,39.866843,一号货车13,0,0
本车合计,,,,一号货车13,37721,38
2015/10/01,O,116.282381,39.643378,云鸟100,0,0
2015/10/01,4841630120,116.529579,39.915817,云鸟100,48684,42
2015/10/01,27546631600,116.517555,39.923161,云鸟100,1946,4
本车合计,,,,云鸟100,50630,46
2015/10/01,O,116.282381,39.643378,云鸟98,0,0
2015/10/01,33672629000,116.430792,39.889382,云鸟98,38811,33
2015/10/01,19193629300,116.431107,39.896755,云鸟98,1447,5
2015/10/01,4813631150,116.433604,39.896483,云鸟98,819,1
2015/10/01,46589629800,116.43905,39.89371,云鸟98,892,4
2015/10/01,2976630190,116.439804,39.888409,云鸟98,613,1
2015/10/01,2976630460,116.439804,39.888409,云鸟98,0,0
2015/10/01,16537630900,116.441569,39.884591,云鸟98,1075,1
2015/10/01,21328629200,116.43795,39.886501,云鸟98,565,1
2015/10/01,15497629100,116.437782,39.884361,云鸟98,234,1
2015/10/01,17621629000,116.434464,39.883045,云鸟98,821,1
本车合计,,,,云鸟98,45277,48
2015/10/01,O,116.282381,39.643378,一号货车18,0,0
2015/10/01,4297631060,116.47008,39.843656,一号货车18,36545,31
2015/10/01,4301631170,116.47008,39.843656,一号货车18,0,0
2015/10/01,34059628900,116.470222,39.843344,一号货车18,104,1
2015/10/01,34059629100,116.470222,39.843344,一号货车18,0,0
2015/10/01,37127629800,116.469162,39.843765,一号货车18,644,1
2015/10/01,47648630200,116.468086,39.839214,一号货车18,985,4
2015/10/01,37271628900,116.477867,39.841034,一号货车18,1182,4
本车合计,,,,一号货车18,39460,41
2015/10/01,O,116.282381,39.643378,云鸟129,0,0
2015/10/01,5947629300,116.418236,39.890438,云鸟129,37806,34
2015/10/01,5960628900,116.418073,39.889904,云鸟129,60,1
2015/10/01,24354631500,116.414017,39.890579,云鸟129,405,2
2015/10/01,45907630900,116.418358,39.889416,云鸟129,418,1
2015/10/01,11983631600,116.420593,39.887394,云鸟129,403,1
2015/10/01,31301629000,116.426125,39.888227,云鸟129,541,5
2015/10/01,34260631300,116.431435,39.886887,云鸟129,582,2
2015/10/01,34260631700,116.431435,39.886887,云鸟129,0,0
2015/10/01,26586631400,116.428223,39.890759,云鸟129,614,3
2015/10/01,30264629600,116.429985,39.898597,云鸟129,1352,6
本车合计,,,,云鸟129,42181,55
2015/10/01,O,116.282381,39.643378,玉君物流1,0,0
2015/10/01,57919631100,116.168823,39.723248,玉君物流1,16488,20
2015/10/01,52435630500,116.171049,39.725216,玉君物流1,1950,9
2015/10/01,52443631700,116.171049,39.725216,玉君物流1,0,0
2015/10/01,23546630100,116.199627,39.751154,玉君物流1,5226,13
2015/10/01,53940631200,116.161591,39.754395,玉君物流1,4319,7
2015/10/01,53950630100,116.161591,39.754395,玉君物流1,0,0
2015/10/01,53232629600,116.162749,39.760635,玉君物流1,1052,3
2015/10/01,55792630300,116.147229,39.741557,玉君物流1,2797,5
2015/10/01,55278629700,116.144674,39.733722,玉君物流1,1868,3
2015/10/01,55278631300,116.144674,39.733722,玉君物流1,0,0
2015/10/01,55387630000,116.135953,39.733137,玉君物流1,1510,5
2015/10/01,57661629700,116.135741,39.72632,玉君物流1,766,1
2015/10/01,52136628900,116.123001,39.727848,玉君物流1,1917,3
2015/10/01,52136629200,116.123001,39.727848,玉君物流1,0,0
2015/10/01,45891631000,116.143944,39.707325,玉君物流1,4017,7
2015/10/01,45891631600,116.143944,39.707325,玉君物流1,0,0
本车合计,,,,玉君物流1,41910,76
2015/10/01,O,116.282381,39.643378,云鸟24,0,0
2015/10/01,53179631200,116.640057,39.920632,云鸟24,57329,43
2015/10/01,2222630500,116.615662,39.928243,云鸟24,5504,9
2015/10/01,2602631960,116.615662,39.928243,云鸟24,0,0
2015/10/01,42522631900,116.615662,39.928243,云鸟24,0,0
本车合计,,,,云鸟24,62833,52
2015/10/01,O,116.282381,39.643378,云鸟146,0,0
2015/10/01,26399630000,116.303275,39.968194,云鸟146,43365,38
本车合计,,,,云鸟146,43365,38
2015/10/01,O,116.282381,39.643378,云鸟108,0,0
2015/10/01,7674629030,116.354538,39.876549,云鸟108,31175,30
2015/10/01,7674629040,116.354538,39.876549,云鸟108,0,0
2015/10/01,7674629180,116.354538,39.876549,云鸟108,0,0
2015/10/01,8010631210,116.366493,39.883556,云鸟108,2032,4
2015/10/01,8010628950,116.366493,39.883556,云鸟108,0,0
2015/10/01,8010631180,116.366493,39.883556,云鸟108,0,0
2015/10/01,8010631120,116.366493,39.883556,云鸟108,0,0
2015/10/01,41518630700,116.37957,39.876147,云鸟108,2283,9
2015/10/01,28101629400,116.37957,39.876147,云鸟108,0,0
2015/10/01,17629630200,116.37957,39.876147,云鸟108,0,0
2015/10/01,15515631800,116.37957,39.876147,云鸟108,0,0
2015/10/01,15515631500,116.37957,39.876147,云鸟108,0,0
2015/10/01,15511631100,116.37957,39.876147,云鸟108,0,0
2015/10/01,9504631310,116.37957,39.876147,云鸟108,0,0
本车合计,,,,云鸟108,35490,43
2015/10/01,O,116.282381,39.643378,马玮建,0,0
2015/10/01,24538630400,116.279993,39.580496,马玮建,7558,11
2015/10/01,39963630800,116.292558,39.751625,马玮建,21142,27
2015/10/01,15300629700,116.279678,39.757683,马玮建,2157,5
2015/10/01,25566631900,116.268761,39.761047,马玮建,1270,3
2015/10/01,28894629700,116.279716,39.745911,马玮建,2420,3
2015/10/01,42277629400,116.279897,39.745561,马玮建,48,1
2015/10/01,37752631300,116.261458,39.75098,马玮建,2612,3
2015/10/01,47574629300,116.261369,39.75123,马玮建,28,1
2015/10/01,52201631100,116.259853,39.775183,马玮建,3354,8
2015/10/01,43889629800,116.267503,39.789592,马玮建,2629,6
本车合计,,,,马玮建,43218,68
2015/10/01,O,116.282381,39.643378,云鸟114,0,0
2015/10/01,12132629000,116.291997,40.036954,云鸟114,52817,46
2015/10/01,2206630980,116.310077,40.043939,云鸟114,2373,6
2015/10/01,2206631170,116.310077,40.043939,云鸟114,0,0
本车合计,,,,云鸟114,55190,52
2015/10/01,O,116.282381,39.643378,一号货车20,0,0
2015/10/01,2731630360,116.40023,39.831579,一号货车20,29428,24
2015/10/01,58065629100,116.406914,39.825067,一号货车20,1132,6
2015/10/01,34167631100,116.406445,39.83737,一号货车20,3072,6
2015/10/01,10999630100,116.406761,39.837986,一号货车20,106,1
2015/10/01,42249629200,116.411792,39.849278,一号货车20,1834,7
2015/10/01,2294629110,116.399737,39.857442,一号货车20,2248,6
2015/10/01,2294629730,116.399737,39.857442,一号货车20,0,0
本车合计,,,,一号货车20,37820,50
2015/10/01,O,116.282381,39.643378,云鸟28,0,0
2015/10/01,55199630500,116.419561,40.106145,云鸟28,61382,69
2015/10/01,34972629900,116.433144,40.113316,云鸟28,2711,9
2015/10/01,43600631600,116.425344,40.11831,云鸟28,1258,1
2015/10/01,31413631500,116.424769,40.117943,云鸟28,53,1
2015/10/01,22123630300,116.424194,40.11797,云鸟28,48,1
2015/10/01,22123630800,116.424194,40.11797,云鸟28,0,0
2015/10/01,43551631900,116.423149,40.117756,云鸟28,94,1
2015/10/01,11552630600,116.41301,40.116905,云鸟28,876,1
2015/10/01,36078628900,116.455833,40.11224,云鸟28,4699,8
本车合计,,,,云鸟28,71121,91
2015/10/01,O,116.282381,39.643378,云鸟123,0,0
2015/10/01,47312631500,116.287628,39.967163,云鸟123,47567,40
2015/10/01,32704630400,116.284158,40.007217,云鸟123,7093,16
2015/10/01,51568629400,116.284158,40.007217,云鸟123,0,0
2015/10/01,12578629700,116.282585,40.006309,云鸟123,429,5
2015/10/01,34954629100,116.27758,40.002373,云鸟123,1618,4
2015/10/01,22154631400,116.268046,40.004357,云鸟123,1199,3
2015/10/01,39801631000,116.255501,40.004932,云鸟123,1437,6
本车合计,,,,云鸟123,59343,74
2015/10/01,O,116.282381,39.643378,云鸟99,0,0
2015/10/01,18155629600,116.360321,39.923416,云鸟99,36046,29
2015/10/01,35203629100,116.365829,39.928482,云鸟99,1116,1
2015/10/01,23763629200,116.362289,39.925877,云鸟99,1035,6
2015/10/01,13305631000,116.360992,39.923977,云鸟99,343,4
2015/10/01,46452628900,116.370872,39.92004,云鸟99,1686,7
2015/10/01,30051628900,116.380493,39.922462,云鸟99,1241,6
本车合计,,,,云鸟99,41467,53
2015/10/01,O,116.282381,39.643378,云鸟81,0,0
2015/10/01,7984631190,116.374148,40.030406,云鸟81,50573,43
2015/10/01,41480631300,116.35793,40.063755,云鸟81,5293,13
2015/10/01,17278631200,116.331966,40.058198,云鸟81,2644,5
2015/10/01,18132631000,116.331966,40.058198,云鸟81,0,0
2015/10/01,9816630110,116.334656,40.044659,云鸟81,1949,6
2015/10/01,30664631300,116.334656,40.044659,云鸟81,0,0
2015/10/01,30664631700,116.334656,40.044659,云鸟81,0,0
2015/10/01,18121630400,116.329005,40.054895,云鸟81,8885,18
2015/10/01,32146631900,116.329005,40.054895,云鸟81,0,0
本车合计,,,,云鸟81,69344,85
2015/10/01,O,116.282381,39.643378,一号货车35,0,0
2015/10/01,37506629000,116.255157,39.847404,一号货车35,29321,31
2015/10/01,35345629100,116.251217,39.848219,一号货车35,379,1
2015/10/01,19708631200,116.25187,39.835938,一号货车35,1494,4
2015/10/01,36940629500,116.248856,39.840595,一号货车35,663,5
2015/10/01,36940630000,116.248856,39.840595,一号货车35,0,0
2015/10/01,43212629300,116.248856,39.840595,一号货车35,0,0
2015/10/01,37843629400,116.252737,39.85962,一号货车35,3400,12
2015/10/01,37741630700,116.258458,39.861289,一号货车35,531,1
本车合计,,,,一号货车35,35788,54
2015/10/01,O,116.282381,39.643378,云鸟125,0,0
2015/10/01,23360630700,116.398795,39.951994,云鸟125,42077,37
2015/10/01,23360631000,116.398795,39.951994,云鸟125,0,0
2015/10/01,51813630000,116.398795,39.951994,云鸟125,0,0
2015/10/01,51861631400,116.400842,39.952029,云鸟125,239,1
2015/10/01,56201630200,116.402832,39.948262,云鸟125,1470,2
2015/10/01,56201629100,116.402832,39.948262,云鸟125,0,0
2015/10/01,9741630800,116.405,39.9442,云鸟125,1199,4
2015/10/01,13605629000,116.399529,39.943905,云鸟125,1248,12
2015/10/01,9709630490,116.397736,39.938248,云鸟125,1536,7
2015/10/01,34256630000,116.396034,39.934109,云鸟125,668,4
2015/10/01,34256630100,116.396034,39.934109,云鸟125,0,0
2015/10/01,14021629600,116.401237,39.935101,云鸟125,1580,10
2015/10/01,10991631000,116.407829,39.935715,云鸟125,1932,8
2015/10/01,8779630130,116.262103,40.182889,云鸟125,34055,29
2015/10/01,18802629700,116.262103,40.182889,云鸟125,0,0
本车合计,,,,云鸟125,86004,114
2015/10/01,O,116.282381,39.643378,一号货车3,0,0
2015/10/01,46637631000,116.339732,39.729446,一号货车3,14050,15
2015/10/01,17963631000,116.337489,39.748244,一号货车3,2676,7
2015/10/01,29778631200,116.347925,39.760876,一号货车3,3210,8
2015/10/01,41812630800,116.328135,39.761207,一号货车3,2205,4
2015/10/01,42632631400,116.315426,39.755796,一号货车3,1693,4
2015/10/01,42647629800,116.315426,39.755796,一号货车3,0,0
本车合计,,,,一号货车3,23834,38
2015/10/01,O,116.282381,39.643378,玉君物流4,0,0
2015/10/01,28881629200,116.212152,39.611946,玉君物流4,8853,13
2015/10/01,53740629600,116.031685,39.601901,玉君物流4,17175,23
2015/10/01,37643630200,116.008255,39.584114,玉君物流4,3230,4
2015/10/01,37705630700,116.008255,39.584114,玉君物流4,0,0
2015/10/01,37705631800,116.008255,39.584114,玉君物流4,0,0
2015/10/01,35395629000,115.953354,39.584301,玉君物流4,7341,9
2015/10/01,28038630900,115.90879,39.615919,玉君物流4,8546,8
2015/10/01,28032630800,115.908396,39.620129,玉君物流4,485,2
本车合计,,,,玉君物流4,45630,59
2015/10/01,O,116.282381,39.643378,云鸟103,0,0
2015/10/01,33904629200,116.397886,39.963152,云鸟103,43293,37
2015/10/01,41898629700,116.401034,39.96513,云鸟103,820,2
2015/10/01,46049630300,116.401915,39.965866,云鸟103,462,2
2015/10/01,14016631100,116.406565,39.963448,云鸟103,670,3
2015/10/01,9917630440,116.409721,39.963264,云鸟103,695,7
2015/10/01,45620631900,116.396973,39.971027,云鸟103,2878,9
本车合计,,,,云鸟103,48818,60
2015/10/01,O,116.282381,39.643378,云鸟170,0,0
2015/10/01,6776631470,116.380898,39.878931,云鸟170,32791,28
2015/10/01,35285630100,116.37957,39.876147,云鸟170,387,1
2015/10/01,41856630000,116.37957,39.876147,云鸟170,0,0
2015/10/01,51695631200,116.376328,39.883224,云鸟170,1361,2
2015/10/01,21362630900,116.377403,39.884811,云鸟170,387,1
2015/10/01,51547629900,116.37966,39.883254,云鸟170,376,1
2015/10/01,16561630300,116.384796,39.886457,云鸟170,1054,5
2015/10/01,22570630000,116.376595,39.892593,云鸟170,1420,5
2015/10/01,20266630100,116.37986,39.893433,云鸟170,364,1
本车合计,,,,云鸟170,38140,44
2015/10/01,O,116.282381,39.643378,云鸟92,0,0
2015/10/01,16241631700,116.418525,40.037911,云鸟92,53081,46
2015/10/01,16241631900,116.418525,40.037911,云鸟92,0,0
2015/10/01,18499628900,116.42139,40.041272,云鸟92,1109,3
2015/10/01,18433631200,116.42139,40.041272,云鸟92,0,0
2015/10/01,18443629300,116.42139,40.041272,云鸟92,0,0
本车合计,,,,云鸟92,54190,49
2015/10/01,O,116.282381,39.643378,云鸟75,0,0
2015/10/01,11442630600,116.324837,39.992207,云鸟75,46453,40
2015/10/01,18120630300,116.32187,39.996397,云鸟75,2152,7
2015/10/01,12719629400,116.32,39.997299,云鸟75,918,6
2015/10/01,12825630800,116.315566,40.002111,云鸟75,846,2
2015/10/01,10426629300,116.315946,40.003124,云鸟75,156,2
2015/10/01,24890630000,116.295595,39.998067,云鸟75,2660,6
本车合计,,,,云鸟75,53185,63
2015/10/01,O,116.282381,39.643378,一号货车11,0,0
2015/10/01,13761629500,116.302106,39.858223,一号货车11,31699,28
2015/10/01,41730629900,116.289505,39.849331,一号货车11,1964,6
2015/10/01,39873629500,116.279579,39.849442,一号货车11,1218,3
本车合计,,,,一号货车11,34881,37
2015/10/01,O,116.282381,39.643378,云鸟93,0,0
2015/10/01,9536629900,116.442413,39.905403,云鸟93,42612,36
2015/10/01,34687629000,116.449921,39.910313,云鸟93,1377,6
2015/10/01,45506631000,116.451027,39.909443,云鸟93,716,6
2015/10/01,1724631290,116.451148,39.911519,云鸟93,334,1
2015/10/01,10125629300,116.454124,39.911472,云鸟93,256,7
本车合计,,,,云鸟93,45295,56
2015/10/01,O,116.282381,39.643378,云鸟91,0,0
2015/10/01,38536628800,116.505479,40.016079,云鸟91,59348,57
2015/10/01,38536631900,116.505479,40.016079,云鸟91,0,0
2015/10/01,38916631400,116.505479,40.016079,云鸟91,0,0
2015/10/01,53690631500,116.508194,40.037167,云鸟91,3427,11
2015/10/01,36697631200,116.511681,40.037903,云鸟91,591,6
本车合计,,,,云鸟91,63366,74
2015/10/01,O,116.282381,39.643378,云鸟6,0,0
2015/10/01,39407631700,116.369626,39.965969,云鸟6,42086,35
2015/10/01,39754629900,116.370225,39.957166,云鸟6,988,1
本车合计,,,,云鸟6,43074,36
2015/10/01,O,116.282381,39.643378,云鸟62,0,0
2015/10/01,2833631090,116.372369,39.934591,云鸟62,38465,33
2015/10/01,33964629300,116.373055,39.935226,云鸟62,87,1
2015/10/01,18755631100,116.376534,39.936195,云鸟62,497,2
2015/10/01,2848630760,116.372696,39.93535,云鸟62,520,2
2015/10/01,2848630850,116.372696,39.93535,云鸟62,0,0
2015/10/01,7000630370,116.373566,39.93985,云鸟62,588,3
2015/10/01,18763629100,116.376236,39.939743,云鸟62,242,5
2015/10/01,51816631500,116.372345,39.946976,云鸟62,1123,3
2015/10/01,53589629600,116.388535,39.943981,云鸟62,1742,4
本车合计,,,,云鸟62,43264,53
2015/10/01,O,116.282381,39.643378,一号货车1,0,0
2015/10/01,1333630490,116.377953,39.836361,一号货车1,27869,24
2015/10/01,7452630360,116.371051,39.836532,一号货车1,818,3
2015/10/01,28028629600,116.371048,39.840599,一号货车1,457,1
2015/10/01,36229630400,116.370773,39.848282,一号货车1,1479,11
2015/10/01,54917629900,116.383179,39.850159,一号货车1,1771,7
2015/10/01,58071629200,116.38694,39.850101,一号货车1,499,1
2015/10/01,2355630050,116.386513,39.861282,一号货车1,2187,8
本车合计,,,,一号货车1,35080,55
2015/10/01,O,116.282381,39.643378,徐汇彬,0,0
2015/10/01,1880630440,116.420521,39.959002,徐汇彬,44835,39
2015/10/01,1785630470,116.429439,39.959332,徐汇彬,809,2
